Boundarynumber	Year	Dayofyear	Hour	Minute	Second	Orbitnumber	XMSO(km)	YMSO(km)	ZMSO(km)
8.0	2013.0	238.0	3.0	49.0	28.0	2287.0	-4581.377	-2225.86	-10536.088
1.0	2013.0	238.0	8.0	35.0	10.0	2288.0	4507.354	942.61	-618.288
2.0	2013.0	238.0	8.0	37.0	45.0	2288.0	4324.89	939.629	-255.756
3.0	2013.0	238.0	8.0	47.0	21.0	2288.0	3394.812	871.966	1083.367
4.0	2013.0	238.0	8.0	49.0	18.0	2288.0	3148.951	844.356	1343.114
5.0	2013.0	238.0	10.0	22.0	1.0	2288.0	-6402.198	-1867.114	-4485.134
6.0	2013.0	238.0	10.0	23.0	40.0	2288.0	-6411.258	-1885.237	-4643.448
7.0	2013.0	238.0	11.0	11.0	54.0	2288.0	-5820.03	-2147.236	-8486.841
8.0	2013.0	238.0	11.0	43.0	2.0	2288.0	-4876.418	-2120.728	-10234.29
1.0	2013.0	238.0	16.0	34.0	55.0	2289.0	4555.128	820.098	-672.413
2.0	2013.0	238.0	16.0	35.0	41.0	2289.0	4504.647	821.339	-565.209
3.0	2013.0	238.0	16.0	45.0	38.0	2289.0	3630.69	795.63	830.508
4.0	2013.0	238.0	16.0	48.0	1.0	2289.0	3350.778	774.827	1154.998
5.0	2013.0	238.0	18.0	21.0	26.0	2289.0	-6445.949	-1686.639	-4416.166
6.0	2013.0	238.0	18.0	32.0	41.0	2289.0	-6469.679	-1797.357	-5464.23
7.0	2013.0	238.0	19.0	50.0	50.0	2289.0	-4658.264	-1973.162	-10584.108
8.0	2013.0	238.0	20.0	5.0	10.0	2289.0	-4108.86	-1928.644	-11156.668
1.0	2013.0	239.0	0.0	32.0	48.0	2290.0	4710.492	688.977	-985.574
2.0	2013.0	239.0	0.0	33.0	45.0	2290.0	4655.09	693.235	-853.885
3.0	2013.0	239.0	0.0	46.0	20.0	2290.0	3585.608	695.852	908.377
4.0	2013.0	239.0	0.0	48.0	33.0	2290.0	3318.957	682.291	1208.525
5.0	2013.0	239.0	2.0	21.0	13.0	2290.0	-6486.65	-1511.015	-4382.716
6.0	2013.0	239.0	2.0	25.0	20.0	2290.0	-6511.082	-1554.816	-4777.131
7.0	2013.0	239.0	3.0	48.0	33.0	2290.0	-4799.134	-1852.311	-10477.092
8.0	2013.0	239.0	4.0	3.0	8.0	2290.0	-4246.412	-1824.675	-11076.817
1.0	2013.0	239.0	8.0	33.0	51.0	2291.0	4672.606	569.984	-858.713
2.0	2013.0	239.0	8.0	35.0	30.0	2291.0	4569.473	579.055	-628.684
3.0	2013.0	239.0	8.0	43.0	14.0	2291.0	3944.128	602.885	459.426
4.0	2013.0	239.0	8.0	46.0	9.0	2291.0	3637.382	601.547	865.036
5.0	2013.0	239.0	10.0	43.0	21.0	2291.0	-6493.898	-1534.197	-6358.6
6.0	2013.0	239.0	10.0	49.0	55.0	2291.0	-6416.144	-1576.57	-6886.684
7.0	2013.0	239.0	11.0	41.0	20.0	2291.0	-5107.716	-1725.875	-10132.954
8.0	2013.0	239.0	11.0	45.0	7.0	2291.0	-4975.655	-1726.402	-10313.667
1.0	2013.0	239.0	16.0	37.0	30.0	2292.0	4453.506	471.719	-366.746
2.0	2013.0	239.0	16.0	37.0	48.0	2292.0	4431.647	473.542	-324.537
3.0	2013.0	239.0	16.0	47.0	8.0	2292.0	3552.649	507.21	981.874
4.0	2013.0	239.0	16.0	49.0	24.0	2292.0	3272.383	506.609	1286.622
5.0	2013.0	239.0	18.0	39.0	38.0	2292.0	-6564.458	-1336.167	-6036.711
6.0	2013.0	239.0	18.0	40.0	12.0	2292.0	-6560.412	-1340.53	-6084.774
7.0	2013.0	239.0	19.0	56.0	52.0	2292.0	-4593.081	-1602.04	-10821.788
8.0	2013.0	239.0	19.0	58.0	17.0	2292.0	-4538.853	-1602.013	-10878.962
1.0	2013.0	240.0	0.0	33.0	44.0	2293.0	4715.852	323.275	-911.74
2.0	2013.0	240.0	0.0	35.0	50.0	2293.0	4586.48	341.704	-619.055
3.0	2013.0	240.0	0.0	45.0	21.0	2293.0	3777.873	407.168	718.457
4.0	2013.0	240.0	0.0	46.0	19.0	2293.0	3671.92	411.544	852.166
5.0	2013.0	240.0	2.0	35.0	51.0	2293.0	-6618.396	-1134.945	-5699.54
6.0	2013.0	240.0	2.0	41.0	55.0	2293.0	-6581.526	-1183.677	-6218.659
7.0	2013.0	240.0	3.0	53.0	24.0	2293.0	-4770.083	-1479.547	-10672.01
8.0	2013.0	240.0	3.0	59.0	22.0	2293.0	-4543.579	-1485.847	-10916.87
1.0	2013.0	240.0	8.0	31.0	6.0	2294.0	4868.581	173.149	-1292.591
2.0	2013.0	240.0	8.0	35.0	50.0	2294.0	4600.961	223.075	-637.256
3.0	2013.0	240.0	8.0	44.0	35.0	2294.0	3879.535	303.611	593.839
4.0	2013.0	240.0	8.0	46.0	51.0	2294.0	3634.239	320.444	907.92
5.0	2013.0	240.0	10.0	41.0	36.0	2294.0	-6614.03	-1012.299	-6181.804
6.0	2013.0	240.0	10.0	51.0	37.0	2294.0	-6503.918	-1086.415	-6989.736
7.0	2013.0	240.0	11.0	54.0	7.0	2294.0	-4785.934	-1359.205	-10696.974
8.0	2013.0	240.0	12.0	1.0	54.0	2294.0	-4488.289	-1374.253	-11010.402
1.0	2013.0	240.0	16.0	31.0	15.0	2295.0	4869.184	50.233	-1289.785
2.0	2013.0	240.0	16.0	35.0	46.0	2295.0	4616.441	104.364	-664.566
3.0	2013.0	240.0	16.0	45.0	8.0	2295.0	3841.157	209.863	652.877
4.0	2013.0	240.0	16.0	48.0	34.0	2295.0	3451.715	243.658	1124.336
5.0	2013.0	240.0	18.0	31.0	18.0	2295.0	-6676.364	-755.976	-5272.165
6.0	2013.0	240.0	18.0	48.0	36.0	2295.0	-6571.034	-899.094	-6743.38
7.0	2013.0	240.0	20.0	2.0	27.0	2295.0	-4506.716	-1262.198	-11026.545
8.0	2013.0	240.0	20.0	3.0	22.0	2295.0	-4470.785	-1264.615	-11061.222
1.0	2013.0	241.0	0.0	34.0	0.0	2296.0	4730.044	-36.621	-928.414
2.0	2013.0	241.0	0.0	35.0	46.0	2296.0	4624.449	-12.892	-682.328
3.0	2013.0	241.0	0.0	45.0	31.0	2296.0	3817.056	117.074	688.826
4.0	2013.0	241.0	0.0	48.0	28.0	2296.0	3482.999	154.495	1094.03
5.0	2013.0	241.0	2.0	46.0	10.0	2296.0	-6620.65	-714.921	-6538.313
6.0	2013.0	241.0	3.0	2.0	30.0	2296.0	-6375.633	-836.63	-7779.08
7.0	2013.0	241.0	3.0	58.0	21.0	2296.0	-4701.546	-1134.079	-10861.117
8.0	2013.0	241.0	4.0	12.0	32.0	2296.0	-4140.185	-1183.709	-11380.418
1.0	2013.0	241.0	8.0	34.0	20.0	2297.0	4714.741	-150.65	-899.665
2.0	2013.0	241.0	8.0	39.0	42.0	2297.0	4356.117	-69.521	-146.938
3.0	2013.0	241.0	8.0	47.0	52.0	2297.0	3570.723	57.122	995.773
4.0	2013.0	241.0	8.0	49.0	19.0	2297.0	3395.179	79.431	1191.773
5.0	2013.0	241.0	10.0	30.0	20.0	2297.0	-6705.709	-412.999	-5162.315
6.0	2013.0	241.0	10.0	34.0	33.0	2297.0	-6706.651	-450.904	-5542.315
7.0	2013.0	241.0	12.0	9.0	50.0	2297.0	-4284.696	-1069.606	-11285.077
8.0	2013.0	241.0	12.0	20.0	40.0	2297.0	-3837.13	-1113.533	-11628.949
1.0	2013.0	241.0	16.0	34.0	17.0	2298.0	4718.299	-268.969	-923.941
2.0	2013.0	241.0	16.0	38.0	47.0	2298.0	4429.708	-194.065	-293.732
3.0	2013.0	241.0	16.0	45.0	10.0	2298.0	3877.437	-81.698	605.645
4.0	2013.0	241.0	16.0	47.0	35.0	2298.0	3616.742	-37.735	940.332
5.0	2013.0	241.0	18.0	43.0	8.0	2298.0	-6678.399	-361.165	-6269.625
6.0	2013.0	241.0	18.0	54.0	52.0	2298.0	-6545.285	-459.697	-7201.519
7.0	2013.0	241.0	19.0	45.0	56.0	2298.0	-5215.5	-827.087	-10310.286
8.0	2013.0	241.0	19.0	57.0	51.0	2298.0	-4783.369	-898.304	-10830.834
1.0	2013.0	242.0	0.0	35.0	43.0	2299.0	4633.284	-360.059	-741.532
2.0	2013.0	242.0	0.0	41.0	33.0	2299.0	4217.164	-250.629	79.65
3.0	2013.0	242.0	0.0	49.0	13.0	2299.0	3435.003	-93.251	1145.822
4.0	2013.0	242.0	0.0	51.0	13.0	2299.0	3178.585	-50.24	1410.606
5.0	2013.0	242.0	2.0	28.0	28.0	2299.0	-6712.581	-67.673	-4968.604
6.0	2013.0	242.0	2.0	32.0	2.0	2299.0	-6722.448	-99.799	-5295.766
7.0	2013.0	242.0	3.0	57.0	58.0	2299.0	-4805.735	-782.732	-10830.556
8.0	2013.0	242.0	4.0	18.0	1.0	2299.0	-4011.635	-909.407	-11542.671
1.0	2013.0	242.0	8.0	38.0	6.0	2300.0	4477.676	-426.374	-424.386
2.0	2013.0	242.0	8.0	42.0	28.0	2300.0	4141.431	-334.445	192.061
3.0	2013.0	242.0	8.0	49.0	37.0	2300.0	3396.222	-168.731	1183.513
4.0	2013.0	242.0	8.0	51.0	35.0	2300.0	3142.059	-120.227	1442.724
5.0	2013.0	242.0	10.0	26.0	33.0	2300.0	-6702.011	111.168	-4778.393
6.0	2013.0	242.0	10.0	30.0	2.0	2300.0	-6718.934	80.095	-5102.751
7.0	2013.0	242.0	11.0	39.0	55.0	2300.0	-5462.736	-526.113	-10006.967
8.0	2013.0	242.0	12.0	6.0	0.0	2300.0	-4522.634	-726.769	-11135.743
1.0	2013.0	242.0	16.0	36.0	31.0	2301.0	4574.809	-569.193	-663.598
2.0	2013.0	242.0	16.0	36.0	38.0	2301.0	4567.636	-566.731	-647.26
3.0	2013.0	242.0	16.0	47.0	32.0	2301.0	3646.948	-308.317	884.158
4.0	2013.0	242.0	16.0	50.0	32.0	2301.0	3290.139	-227.285	1289.888
5.0	2013.0	242.0	18.0	22.0	43.0	2301.0	-6664.39	304.23	-4400.882
6.0	2013.0	242.0	18.0	42.0	41.0	2301.0	-6695.83	126.245	-6202.849
7.0	2013.0	242.0	19.0	33.0	21.0	2301.0	-5685.709	-337.539	-9659.899
8.0	2013.0	242.0	20.0	19.0	10.0	2301.0	-4017.15	-725.362	-11569.984
1.0	2013.0	243.0	0.0	31.0	1.0	2302.0	4847.866	-795.058	-1440.255
2.0	2013.0	243.0	0.0	38.0	0.0	2302.0	4472.682	-645.416	-472.163
3.0	2013.0	243.0	0.0	46.0	12.0	2302.0	3791.433	-435.241	683.162
4.0	2013.0	243.0	0.0	49.0	16.0	2302.0	3452.714	-346.355	1104.764
5.0	2013.0	243.0	2.0	33.0	23.0	2302.0	-6717.131	369.232	-5386.396
6.0	2013.0	243.0	2.0	51.0	3.0	2302.0	-6619.111	205.713	-6871.166
7.0	2013.0	243.0	3.0	41.0	24.0	2302.0	-5444.773	-280.493	-10068.721
8.0	2013.0	243.0	4.0	5.0	25.0	2302.0	-4587.744	-505.94	-11105.249
1.0	2013.0	243.0	8.0	39.0	17.0	2303.0	4376.618	-720.025	-307.951
2.0	2013.0	243.0	8.0	42.0	24.0	2303.0	4139.355	-637.094	132.521
3.0	2013.0	243.0	8.0	48.0	44.0	2303.0	3518.099	-447.563	1016.646
4.0	2013.0	243.0	8.0	54.0	2.0	2303.0	2829.493	-267.141	1707.753
5.0	2013.0	243.0	10.0	36.0	32.0	2303.0	-6707.951	497.876	-5656.049
6.0	2013.0	243.0	10.0	47.0	53.0	2303.0	-6647.462	391.243	-6610.535
7.0	2013.0	243.0	11.0	52.0	22.0	2303.0	-5084.807	-265.763	-10573.811
8.0	2013.0	243.0	11.0	58.0	45.0	2303.0	-4854.948	-330.898	-10842.446
1.0	2013.0	243.0	16.0	36.0	47.0	2304.0	4525.47	-889.331	-675.968
2.0	2013.0	243.0	16.0	38.0	27.0	2304.0	4421.542	-846.2	-441.884
3.0	2013.0	243.0	16.0	46.0	11.0	2304.0	3789.791	-618.289	648.544
4.0	2013.0	243.0	16.0	49.0	23.0	2304.0	3444.006	-509.626	1089.383
5.0	2013.0	243.0	18.0	43.0	51.0	2304.0	-6669.621	584.497	-6271.406
6.0	2013.0	243.0	18.0	48.0	57.0	2304.0	-6629.229	534.655	-6686.816
7.0	2013.0	243.0	20.0	0.0	39.0	2304.0	-4798.019	-239.054	-10913.547
8.0	2013.0	243.0	20.0	13.0	9.0	2304.0	-4320.141	-375.823	-11368.055
1.0	2013.0	244.0	0.0	31.0	7.0	2305.0	4787.779	-1134.092	-1474.955
2.0	2013.0	244.0	0.0	37.0	58.0	2305.0	4437.997	-963.521	-526.204
3.0	2013.0	244.0	0.0	43.0	56.0	2305.0	3993.495	-784.373	316.481
4.0	2013.0	244.0	0.0	50.0	15.0	2305.0	3341.405	-559.063	1190.867
5.0	2013.0	244.0	2.0	38.0	51.0	2305.0	-6677.337	785.278	-5838.115
6.0	2013.0	244.0	2.0	58.0	15.0	2305.0	-6506.059	589.975	-7393.666
7.0	2013.0	244.0	3.0	56.0	58.0	2305.0	-4942.058	-84.939	-10759.448
8.0	2013.0	244.0	4.0	22.0	15.0	2305.0	-3970.356	-382.937	-11646.103
1.0	2013.0	244.0	8.0	29.0	55.0	2306.0	4809.847	-1272.264	-1653.154
2.0	2013.0	244.0	8.0	31.0	28.0	2306.0	4750.118	-1236.619	-1443.158
3.0	2013.0	244.0	8.0	45.0	47.0	2306.0	3816.004	-812.613	560.764
4.0	2013.0	244.0	8.0	47.0	35.0	2306.0	3636.956	-745.228	811.648
5.0	2013.0	244.0	10.0	44.0	28.0	2306.0	-6636.656	882.601	-6303.758
6.0	2013.0	244.0	10.0	53.0	32.0	2306.0	-6555.698	789.009	-7028.468
7.0	2013.0	244.0	12.0	23.0	55.0	2306.0	-3917.459	-313.023	-11689.877
8.0	2013.0	244.0	12.0	27.0	18.0	2306.0	-3778.522	-355.534	-11781.703
1.0	2013.0	244.0	16.0	31.0	36.0	2307.0	4719.119	-1342.27	-1440.675
2.0	2013.0	244.0	16.0	35.0	33.0	2307.0	4537.415	-1239.022	-896.479
3.0	2013.0	244.0	16.0	45.0	55.0	2307.0	3793.666	-896.897	563.747
4.0	2013.0	244.0	16.0	48.0	13.0	2307.0	3563.624	-804.89	883.729
5.0	2013.0	244.0	18.0	40.0	39.0	2307.0	-6634.058	1069.633	-5973.452
6.0	2013.0	244.0	18.0	49.0	51.0	2307.0	-6577.109	976.334	-6731.35
7.0	2013.0	244.0	20.0	12.0	18.0	2307.0	-4389.134	-67.04	-11327.283
8.0	2013.0	244.0	20.0	18.0	38.0	2307.0	-4142.195	-152.67	-11531.415
1.0	2013.0	245.0	0.0	25.0	37.0	2308.0	4880.527	-1586.412	-2254.201
2.0	2013.0	245.0	0.0	28.0	41.0	2308.0	4794.568	-1519.773	-1849.459
3.0	2013.0	245.0	0.0	45.0	4.0	2308.0	3859.11	-1019.234	428.703
4.0	2013.0	245.0	0.0	46.0	49.0	2308.0	3696.472	-948.125	674.123
5.0	2013.0	245.0	2.0	36.0	40.0	2308.0	-6615.423	1255.102	-5618.582
6.0	2013.0	245.0	2.0	40.0	29.0	2308.0	-6610.857	1219.181	-5949.739
7.0	2013.0	245.0	4.0	2.0	6.0	2308.0	-4774.061	177.915	-10951.49
8.0	2013.0	245.0	4.0	12.0	22.0	2308.0	-4393.876	30.746	-11325.439
1.0	2013.0	245.0	8.0	31.0	18.0	2309.0	4672.644	-1563.026	-1512.385
2.0	2013.0	245.0	8.0	34.0	2.0	2309.0	4559.402	-1489.031	-1138.061
3.0	2013.0	245.0	8.0	47.0	57.0	2309.0	3572.325	-983.258	816.464
4.0	2013.0	245.0	8.0	48.0	56.0	2309.0	3469.949	-937.946	952.049
5.0	2013.0	245.0	10.0	31.0	2.0	2309.0	-6571.687	1449.84	-5102.19
6.0	2013.0	245.0	10.0	42.0	1.0	2309.0	-6579.769	1350.193	-6070.762
7.0	2013.0	245.0	12.0	8.0	51.0	2309.0	-4530.379	182.234	-11199.048
8.0	2013.0	245.0	12.0	12.0	42.0	2309.0	-4386.395	123.764	-11332.622
1.0	2013.0	245.0	16.0	22.0	6.0	2310.0	4877.21	-1874.128	-2735.601
2.0	2013.0	245.0	16.0	23.0	0.0	2310.0	4862.026	-1856.912	-2621.224
3.0	2013.0	245.0	16.0	45.0	0.0	2310.0	3833.103	-1199.059	388.386
4.0	2013.0	245.0	16.0	46.0	7.0	2310.0	3734.619	-1150.136	545.51
5.0	2013.0	245.0	18.0	53.0	10.0	2310.0	-6475.364	1373.668	-6965.404
6.0	2013.0	245.0	19.0	18.0	51.0	2310.0	-6046.768	1042.437	-8758.073
7.0	2013.0	245.0	20.0	29.0	14.0	2310.0	-3746.532	-45.239	-11819.168
8.0	2013.0	245.0	20.0	35.0	27.0	2310.0	-3493.327	-145.612	-11968.739
1.0	2013.0	246.0	0.0	28.0	19.0	2311.0	4701.285	-1846.874	-1943.341
2.0	2013.0	246.0	0.0	30.0	29.0	2311.0	4634.09	-1791.997	-1653.195
3.0	2013.0	246.0	0.0	44.0	54.0	2311.0	3822.644	-1290.607	359.02
4.0	2013.0	246.0	0.0	47.0	33.0	2311.0	3584.344	-1167.05	730.883
5.0	2013.0	246.0	2.0	45.0	15.0	2311.0	-6506.004	1603.177	-6322.77
6.0	2013.0	246.0	2.0	53.0	48.0	2311.0	-6440.544	1506.983	-7005.887
7.0	2013.0	246.0	3.0	55.0	7.0	2311.0	-5009.128	609.872	-10651.364
8.0	2013.0	246.0	4.0	24.0	29.0	2311.0	-3941.479	118.217	-11688.714
1.0	2013.0	246.0	8.0	30.0	23.0	2312.0	4600.15	-1896.331	-1681.554
2.0	2013.0	246.0	8.0	35.0	1.0	2312.0	4420.397	-1759.986	-1047.891
3.0	2013.0	246.0	8.0	46.0	5.0	2312.0	3701.283	-1321.038	510.656
4.0	2013.0	246.0	8.0	47.0	46.0	2312.0	3546.867	-1237.593	746.211
5.0	2013.0	246.0	10.0	38.0	21.0	2312.0	-6488.084	1812.563	-5728.034
6.0	2013.0	246.0	10.0	49.0	1.0	2312.0	-6450.112	1701.833	-6620.687
7.0	2013.0	246.0	12.0	41.0	6.0	2312.0	-3280.439	-92.468	-12083.433
8.0	2013.0	246.0	12.0	48.0	3.0	2312.0	-2991.215	-216.867	-12209.866
1.0	2013.0	246.0	16.0	27.0	0.0	2313.0	4654.682	-2083.289	-2146.532
2.0	2013.0	246.0	16.0	32.0	55.0	2313.0	4472.308	-1923.188	-1352.218
3.0	2013.0	246.0	16.0	43.0	31.0	2313.0	3886.682	-1526.36	133.135
4.0	2013.0	246.0	16.0	46.0	12.0	2313.0	3670.336	-1398.441	512.149
5.0	2013.0	246.0	18.0	43.0	57.0	2313.0	-6440.845	1895.348	-6196.875
6.0	2013.0	246.0	18.0	58.0	35.0	2313.0	-6323.846	1722.521	-7351.872
7.0	2013.0	246.0	20.0	31.0	2.0	2313.0	-3692.364	168.033	-11855.491
8.0	2013.0	246.0	20.0	47.0	12.0	2313.0	-3037.939	-135.214	-12193.614
1.0	2013.0	247.0	0.0	34.0	45.0	2314.0	4360.295	-1960.985	-1114.733
2.0	2013.0	247.0	0.0	34.0	47.0	2314.0	4358.874	-1959.872	-1110.122
3.0	2013.0	247.0	0.0	45.0	57.0	2314.0	3669.058	-1493.31	462.175
4.0	2013.0	247.0	0.0	48.0	54.0	2314.0	3400.598	-1333.944	874.232
5.0	2013.0	247.0	2.0	37.0	13.0	2314.0	-6407.068	2097.77	-5610.253
6.0	2013.0	247.0	2.0	53.0	19.0	2314.0	-6343.893	1924.129	-6943.267
7.0	2013.0	247.0	4.0	23.0	6.0	2314.0	-3998.814	402.379	-11639.308
8.0	2013.0	247.0	4.0	49.0	12.0	2314.0	-2965.001	-108.228	-12224.645
1.0	2013.0	247.0	8.0	25.0	31.0	2315.0	4596.123	-2317.012	-2368.636
2.0	2013.0	247.0	8.0	27.0	10.0	2315.0	4561.513	-2277.321	-2153.19
3.0	2013.0	247.0	8.0	44.0	56.0	2315.0	3726.067	-1627.301	303.948
4.0	2013.0	247.0	8.0	46.0	29.0	2315.0	3599.946	-1546.266	522.596
5.0	2013.0	247.0	10.0	47.0	37.0	2315.0	-6344.465	2125.812	-6481.691
6.0	2013.0	247.0	11.0	3.0	55.0	2315.0	-6183.673	1915.164	-7724.512
7.0	2013.0	247.0	12.0	37.0	15.0	2315.0	-3453.862	200.738	-11995.44
8.0	2013.0	247.0	12.0	42.0	52.0	2315.0	-3230.542	85.89	-12110.942
1.0	2013.0	247.0	16.0	27.0	57.0	2316.0	4496.476	-2353.56	-2064.092
2.0	2013.0	247.0	16.0	29.0	0.0	2316.0	4470.475	-2325.463	-1924.825
3.0	2013.0	247.0	16.0	45.0	9.0	2316.0	3681.712	-1697.738	319.969
4.0	2013.0	247.0	16.0	46.0	26.0	2316.0	3578.818	-1628.525	501.06
5.0	2013.0	247.0	18.0	38.0	11.0	2316.0	-6318.418	2355.793	-5676.846
6.0	2013.0	247.0	19.0	3.0	5.0	2316.0	-6157.205	2056.547	-7657.239
7.0	2013.0	247.0	20.0	19.0	0.0	2316.0	-4141.146	658.791	-11509.764
8.0	2013.0	247.0	20.0	44.0	51.0	2316.0	-3156.18	113.071	-12145.894
1.0	2013.0	248.0	0.0	34.0	51.0	2317.0	4234.951	-2234.621	-1144.734
2.0	2013.0	248.0	0.0	39.0	53.0	2317.0	3996.616	-2035.063	-440.65
3.0	2013.0	248.0	0.0	48.0	38.0	2317.0	3361.542	-1576.819	794.639
4.0	2013.0	248.0	0.0	50.0	20.0	2317.0	3198.422	-1468.641	1028.924
5.0	2013.0	248.0	2.0	54.0	32.0	2317.0	-6209.662	2302.82	-7012.845
6.0	2013.0	248.0	2.0	58.0	7.0	2317.0	-6175.369	2254.686	-7285.134
7.0	2013.0	248.0	4.0	24.0	22.0	2317.0	-3939.877	629.712	-11665.542
8.0	2013.0	248.0	4.0	25.0	54.0	2317.0	-3883.708	596.382	-11708.465
1.0	2013.0	248.0	8.0	37.0	37.0	2318.0	4073.153	-2217.229	-774.052
2.0	2013.0	248.0	8.0	38.0	23.0	2318.0	4036.317	-2185.442	-666.49
3.0	2013.0	248.0	8.0	46.0	7.0	2318.0	3548.474	-1802.791	427.707
4.0	2013.0	248.0	8.0	47.0	31.0	2318.0	3434.307	-1720.1	624.663
5.0	2013.0	248.0	10.0	40.0	40.0	2318.0	-6222.025	2590.982	-5874.402
6.0	2013.0	248.0	10.0	41.0	45.0	2318.0	-6221.869	2580.234	-5967.15
7.0	2013.0	248.0	11.0	54.0	41.0	2318.0	-4919.818	1359.388	-10598.308
8.0	2013.0	248.0	12.0	9.0	49.0	2318.0	-4438.397	1035.08	-11196.159
1.0	2013.0	248.0	16.0	40.0	9.0	2319.0	3905.085	-2191.826	-431.93
2.0	2013.0	248.0	16.0	42.0	27.0	2319.0	3771.934	-2080.323	-106.169
3.0	2013.0	248.0	16.0	52.0	55.0	2319.0	2887.116	-1422.664	1348.984
4.0	2013.0	248.0	16.0	55.0	14.0	2319.0	2617.709	-1239.529	1646.406
5.0	2013.0	248.0	18.0	37.0	48.0	2319.0	-6165.436	2744.089	-5616.391
6.0	2013.0	248.0	18.0	50.0	2.0	2319.0	-6146.069	2613.918	-6643.105
7.0	2013.0	248.0	20.0	41.0	21.0	2319.0	-3298.139	396.846	-12071.863
8.0	2013.0	248.0	21.0	5.0	56.0	2319.0	-2327.489	-187.651	-12420.063
1.0	2013.0	249.0	0.0	34.0	34.0	2320.0	4109.726	-2508.153	-1226.598
2.0	2013.0	249.0	0.0	37.0	6.0	2320.0	4009.954	-2408.832	-874.943
3.0	2013.0	249.0	0.0	48.0	54.0	2320.0	3259.688	-1778.344	789.934
4.0	2013.0	249.0	0.0	51.0	18.0	2320.0	3035.265	-1609.741	1119.709
5.0	2013.0	249.0	2.0	39.0	1.0	2320.0	-6113.111	2857.485	-5714.085
6.0	2013.0	249.0	2.0	46.0	1.0	2320.0	-6110.121	2785.765	-6308.219
7.0	2013.0	249.0	3.0	50.0	1.0	2320.0	-5005.425	1664.125	-10380.186
8.0	2013.0	249.0	4.0	17.0	46.0	2320.0	-4141.017	1032.743	-11456.763
1.0	2013.0	249.0	8.0	19.0	34.0	2321.0	4341.599	-2997.908	-3200.672
2.0	2013.0	249.0	8.0	39.0	45.0	2321.0	3842.811	-2373.895	-516.99
3.0	2013.0	249.0	8.0	46.0	3.0	2321.0	3457.674	-2034.013	375.849
4.0	2013.0	249.0	8.0	48.0	9.0	2321.0	3294.294	-1899.836	671.45
5.0	2013.0	249.0	10.0	37.0	7.0	2321.0	-6050.745	2996.475	-5538.448
6.0	2013.0	249.0	10.0	41.0	26.0	2321.0	-6059.469	2956.929	-5914.164
7.0	2013.0	249.0	12.0	19.0	33.0	2321.0	-4065.771	1074.671	-11509.213
8.0	2013.0	249.0	12.0	32.0	34.0	2321.0	-3612.799	754.266	-11870.464
1.0	2013.0	249.0	16.0	30.0	13.0	2322.0	4135.894	-2826.51	-1845.781
2.0	2013.0	249.0	16.0	32.0	42.0	2322.0	4070.383	-2744.298	-1510.417
3.0	2013.0	249.0	16.0	45.0	22.0	2322.0	3470.937	-2149.696	265.023
4.0	2013.0	249.0	16.0	47.0	56.0	2322.0	3280.5	-1985.404	627.218
5.0	2013.0	249.0	18.0	38.0	59.0	2322.0	-5997.151	3100.498	-5693.678
6.0	2013.0	249.0	18.0	54.0	8.0	2322.0	-5962.112	2927.411	-6942.053
7.0	2013.0	249.0	20.0	7.0	16.0	2322.0	-4444.03	1460.43	-11087.089
8.0	2013.0	249.0	20.0	25.0	48.0	2322.0	-3838.815	1000.826	-11689.95
1.0	2013.0	250.0	0.0	29.0	9.0	2323.0	4103.818	-2942.608	-2001.64
2.0	2013.0	250.0	0.0	36.0	27.0	2323.0	3894.002	-2681.632	-1007.958
3.0	2013.0	250.0	0.0	45.0	16.0	2323.0	3440.48	-2229.118	236.801
4.0	2013.0	250.0	0.0	48.0	53.0	2323.0	3171.614	-1989.07	746.353
5.0	2013.0	250.0	2.0	48.0	8.0	2323.0	-5934.137	3122.835	-6456.909
6.0	2013.0	250.0	2.0	56.0	38.0	2323.0	-5888.194	3010.436	-7126.364
7.0	2013.0	250.0	4.0	17.0	54.0	2323.0	-4085.797	1282.613	-11450.335
8.0	2013.0	250.0	4.0	28.0	35.0	2323.0	-3729.985	1006.854	-11762.789
1.0	2013.0	250.0	8.0	24.0	36.0	2324.0	4116.915	-3147.256	-2608.37
2.0	2013.0	250.0	8.0	28.0	13.0	2324.0	4064.065	-3052.082	-2138.604
3.0	2013.0	250.0	8.0	43.0	29.0	2324.0	3512.291	-2408.901	-30.458
4.0	2013.0	250.0	8.0	48.0	6.0	2324.0	3200.791	-2113.04	623.001
5.0	2013.0	250.0	10.0	32.0	45.0	2324.0	-5841.189	3382.171	-5118.717
6.0	2013.0	250.0	10.0	41.0	9.0	2324.0	-5878.387	3315.17	-5864.054
7.0	2013.0	250.0	12.0	28.0	26.0	2324.0	-3720.713	1086.782	-11755.788
8.0	2013.0	250.0	12.0	40.0	39.0	2324.0	-3299.301	757.133	-12045.866
1.0	2013.0	250.0	16.0	26.0	53.0	2325.0	4026.006	-3169.926	-2326.694
2.0	2013.0	250.0	16.0	30.0	52.0	2325.0	3952.441	-3050.264	-1799.599
3.0	2013.0	250.0	16.0	44.0	21.0	2325.0	3418.855	-2429.58	78.636
4.0	2013.0	250.0	16.0	45.0	6.0	2325.0	3372.623	-2382.946	185.155
5.0	2013.0	250.0	18.0	35.0	39.0	2325.0	-5794.302	3476.156	-5372.422
