Boundarynumber	Year	Dayofyear	Hour	Minute	Second	Orbitnumber	XMSO(km)	YMSO(km)	ZMSO(km)
5.0	2014.0	198.0	14.0	20.0	8.0	3263.0	3111.187	-1205.555	1951.607
6.0	2014.0	198.0	14.0	21.0	10.0	3263.0	3263.488	-1243.885	1863.808
7.0	2014.0	198.0	14.0	31.0	29.0	3263.0	4558.911	-1544.933	886.899
8.0	2014.0	198.0	14.0	33.0	55.0	3263.0	4812.356	-1597.999	641.721
1.0	2014.0	198.0	19.0	59.0	36.0	3264.0	-675.207	1429.368	-10449.514
2.0	2014.0	198.0	20.0	14.0	23.0	3264.0	-1397.537	1586.65	-9674.364
3.0	2014.0	198.0	20.0	56.0	31.0	3264.0	-3226.043	1843.543	-6420.67
4.0	2014.0	198.0	21.0	5.0	3.0	3264.0	-3500.599	1836.533	-5523.811
5.0	2014.0	198.0	22.0	21.0	42.0	3264.0	2993.525	-1272.606	1995.546
6.0	2014.0	198.0	22.0	23.0	35.0	3264.0	3269.923	-1350.925	1836.135
7.0	2014.0	198.0	22.0	33.0	54.0	3264.0	4544.776	-1685.22	855.018
8.0	2014.0	198.0	22.0	36.0	40.0	3264.0	4827.259	-1752.544	575.667
1.0	2014.0	199.0	4.0	24.0	13.0	3265.0	-1712.347	1709.34	-9204.014
2.0	2014.0	199.0	4.0	24.0	17.0	3265.0	-1715.472	1710.017	-9199.722
3.0	2014.0	199.0	5.0	13.0	8.0	3265.0	-3597.77	1918.656	-4839.367
4.0	2014.0	199.0	5.0	16.0	21.0	3265.0	-3665.592	1899.396	-4446.978
5.0	2014.0	199.0	6.0	24.0	18.0	3265.0	3027.376	-1383.488	1953.89
6.0	2014.0	199.0	6.0	27.0	24.0	3265.0	3464.542	-1519.605	1683.471
7.0	2014.0	199.0	6.0	41.0	22.0	3265.0	5016.966	-1957.395	310.701
8.0	2014.0	199.0	6.0	41.0	28.0	3265.0	5026.013	-1959.703	300.485
1.0	2014.0	199.0	12.0	24.0	23.0	3266.0	-1565.987	1736.326	-9329.538
2.0	2014.0	199.0	12.0	36.0	27.0	3266.0	-2118.726	1867.233	-8510.261
3.0	2014.0	199.0	13.0	15.0	3.0	3266.0	-3531.804	2025.443	-4865.904
4.0	2014.0	199.0	13.0	18.0	51.0	3266.0	-3612.278	2004.867	-4401.863
5.0	2014.0	199.0	14.0	26.0	32.0	3266.0	3002.506	-1479.384	1942.612
6.0	2014.0	199.0	14.0	30.0	37.0	3266.0	3563.028	-1671.115	1581.205
7.0	2014.0	199.0	14.0	38.0	36.0	3266.0	4486.726	-1966.815	804.728
8.0	2014.0	199.0	14.0	39.0	35.0	3266.0	4586.676	-1997.129	705.607
1.0	2014.0	199.0	20.0	12.0	57.0	3267.0	-869.562	1590.153	-10106.981
2.0	2014.0	199.0	20.0	28.0	42.0	3267.0	-1611.091	1810.974	-9191.434
3.0	2014.0	199.0	21.0	10.0	24.0	3267.0	-3284.934	2139.917	-5641.631
4.0	2014.0	199.0	21.0	14.0	44.0	3267.0	-3406.236	2136.989	-5154.354
5.0	2014.0	199.0	22.0	27.0	39.0	3267.0	2811.138	-1513.162	2023.734
6.0	2014.0	199.0	22.0	29.0	32.0	3267.0	3082.455	-1617.381	1866.184
7.0	2014.0	199.0	22.0	36.0	48.0	3267.0	4003.134	-1955.15	1192.12
8.0	2014.0	199.0	22.0	38.0	53.0	3267.0	4233.8	-2035.63	986.668
1.0	2014.0	200.0	4.0	31.0	6.0	3268.0	-1564.315	1862.691	-9175.023
2.0	2014.0	200.0	4.0	35.0	52.0	3268.0	-1780.359	1928.614	-8856.678
3.0	2014.0	200.0	5.0	19.0	5.0	3268.0	-3392.708	2235.11	-4895.625
4.0	2014.0	200.0	5.0	20.0	29.0	3268.0	-3425.108	2230.802	-4727.74
5.0	2014.0	200.0	6.0	24.0	48.0	3268.0	1986.995	-1260.964	2380.853
6.0	2014.0	200.0	6.0	29.0	49.0	3268.0	2771.255	-1601.383	2018.459
7.0	2014.0	200.0	6.0	36.0	32.0	3268.0	3663.978	-1967.357	1420.646
8.0	2014.0	200.0	6.0	37.0	58.0	3268.0	3833.424	-2034.056	1283.203
1.0	2014.0	200.0	12.0	32.0	36.0	3269.0	-1474.365	1899.675	-9216.745
2.0	2014.0	200.0	12.0	36.0	38.0	3269.0	-1656.039	1961.76	-8950.918
3.0	2014.0	200.0	13.0	18.0	19.0	3269.0	-3246.326	2340.388	-5235.264
4.0	2014.0	200.0	13.0	20.0	48.0	3269.0	-3309.926	2338.634	-4946.239
5.0	2014.0	200.0	14.0	30.0	44.0	3269.0	2544.979	-1604.858	2112.615
6.0	2014.0	200.0	14.0	33.0	41.0	3269.0	2966.483	-1798.2	1871.03
7.0	2014.0	200.0	14.0	39.0	53.0	3269.0	3746.128	-2141.373	1301.425
8.0	2014.0	200.0	14.0	41.0	53.0	3269.0	3969.831	-2236.136	1106.345
1.0	2014.0	200.0	20.0	33.0	6.0	3270.0	-1337.828	1915.999	-9321.38
2.0	2014.0	200.0	20.0	37.0	53.0	3270.0	-1551.782	1997.332	-9011.324
3.0	2014.0	200.0	21.0	23.0	4.0	3270.0	-3236.471	2439.749	-4931.8
4.0	2014.0	200.0	21.0	24.0	43.0	3270.0	-3275.265	2437.24	-4734.332
5.0	2014.0	200.0	22.0	30.0	17.0	3270.0	2104.094	-1484.982	2298.15
6.0	2014.0	200.0	22.0	34.0	35.0	3270.0	2741.765	-1807.262	1972.695
7.0	2014.0	200.0	22.0	42.0	22.0	3270.0	3719.058	-2276.113	1264.99
8.0	2014.0	200.0	22.0	45.0	44.0	3270.0	4079.835	-2440.826	933.509
1.0	2014.0	201.0	4.0	38.0	46.0	3271.0	-1429.881	2022.039	-9095.282
2.0	2014.0	201.0	4.0	45.0	27.0	3271.0	-1720.785	2139.199	-8636.004
3.0	2014.0	201.0	5.0	24.0	3.0	3271.0	-3127.1	2539.273	-5068.495
4.0	2014.0	201.0	5.0	26.0	45.0	3271.0	-3192.413	2538.476	-4747.914
5.0	2014.0	201.0	6.0	36.0	16.0	3271.0	2623.254	-1860.366	2007.481
6.0	2014.0	201.0	6.0	37.0	41.0	3271.0	2816.65	-1963.648	1889.236
7.0	2014.0	201.0	6.0	44.0	3.0	3271.0	3597.241	-2367.592	1306.108
8.0	2014.0	201.0	6.0	49.0	12.0	3271.0	4134.414	-2632.546	797.518
1.0	2014.0	201.0	12.0	46.0	5.0	3272.0	-1584.698	2164.623	-8743.745
2.0	2014.0	201.0	12.0	50.0	1.0	3272.0	-1751.212	2235.693	-8459.951
3.0	2014.0	201.0	13.0	14.0	24.0	3272.0	-2689.857	2571.928	-6347.677
4.0	2014.0	201.0	13.0	25.0	12.0	3272.0	-3016.925	2634.698	-5184.168
5.0	2014.0	201.0	14.0	38.0	2.0	3272.0	2514.155	-1914.702	2035.172
6.0	2014.0	201.0	14.0	39.0	41.0	3272.0	2736.954	-2043.162	1898.538
7.0	2014.0	201.0	14.0	47.0	49.0	3272.0	3697.537	-2576.507	1144.993
8.0	2014.0	201.0	14.0	50.0	14.0	3272.0	3943.472	-2707.295	905.576
1.0	2014.0	201.0	20.0	48.0	14.0	3273.0	-1511.585	2213.968	-8743.807
2.0	2014.0	201.0	20.0	52.0	25.0	3273.0	-1686.135	2295.033	-8441.485
3.0	2014.0	201.0	21.0	29.0	9.0	3273.0	-2974.655	2733.741	-4974.097
4.0	2014.0	201.0	21.0	32.0	44.0	3273.0	-3057.137	2734.286	-4541.698
5.0	2014.0	201.0	22.0	38.0	45.0	3273.0	2257.311	-1872.755	2144.157
6.0	2014.0	201.0	22.0	40.0	59.0	3273.0	2562.295	-2063.526	1966.644
7.0	2014.0	201.0	22.0	48.0	53.0	3273.0	3502.39	-2629.543	1247.108
8.0	2014.0	201.0	22.0	51.0	17.0	3273.0	3749.524	-2772.434	1011.452
1.0	2014.0	202.0	4.0	53.0	49.0	3274.0	-1577.398	2332.724	-8497.002
2.0	2014.0	202.0	4.0	53.0	55.0	3274.0	-1581.484	2334.761	-8489.646
3.0	2014.0	202.0	5.0	32.0	5.0	3274.0	-2901.493	2829.546	-4881.119
4.0	2014.0	202.0	5.0	34.0	41.0	3274.0	-2960.671	2831.183	-4566.176
5.0	2014.0	202.0	6.0	41.0	50.0	3274.0	2325.965	-2033.2	2068.903
6.0	2014.0	202.0	6.0	42.0	45.0	3274.0	2447.563	-2114.641	1995.136
7.0	2014.0	202.0	6.0	49.0	23.0	3274.0	3242.186	-2632.332	1402.331
8.0	2014.0	202.0	6.0	53.0	12.0	3274.0	3637.637	-2880.037	1031.108
1.0	2014.0	202.0	12.0	56.0	30.0	3275.0	-1518.667	2394.005	-8457.834
2.0	2014.0	202.0	13.0	2.0	3.0	3275.0	-1738.364	2509.419	-8032.207
3.0	2014.0	202.0	13.0	29.0	26.0	3275.0	-2681.047	2899.86	-5435.932
4.0	2014.0	202.0	13.0	31.0	30.0	3275.0	-2736.742	2911.744	-5201.185
5.0	2014.0	202.0	14.0	41.0	33.0	3275.0	1931.751	-1871.014	2248.319
6.0	2014.0	202.0	14.0	44.0	29.0	3275.0	2326.636	-2157.644	2026.117
7.0	2014.0	202.0	14.0	54.0	58.0	3275.0	3507.008	-2974.577	1065.759
8.0	2014.0	202.0	14.0	55.0	34.0	3275.0	3564.848	-3012.962	1006.376
1.0	2014.0	202.0	20.0	59.0	30.0	3276.0	-1469.164	2461.471	-8394.812
2.0	2014.0	202.0	21.0	3.0	52.0	3276.0	-1638.822	2557.596	-8058.866
3.0	2014.0	202.0	21.0	32.0	53.0	3276.0	-2616.76	2994.928	-5289.12
4.0	2014.0	202.0	21.0	36.0	52.0	3276.0	-2716.629	3013.688	-4823.403
5.0	2014.0	202.0	22.0	44.0	17.0	3276.0	1950.938	-1998.414	2204.151
6.0	2014.0	202.0	22.0	45.0	38.0	3276.0	2129.096	-2137.078	2102.64
7.0	2014.0	202.0	22.0	54.0	47.0	3276.0	3180.521	-2925.91	1290.717
8.0	2014.0	202.0	22.0	58.0	55.0	3276.0	3576.105	-3208.741	883.833
1.0	2014.0	203.0	4.0	53.0	33.0	3277.0	-1066.774	2305.901	-8970.638
2.0	2014.0	203.0	4.0	59.0	9.0	3277.0	-1286.512	2447.535	-8579.147
3.0	2014.0	203.0	5.0	37.0	0.0	3277.0	-2563.83	3092.162	-5062.285
4.0	2014.0	203.0	5.0	40.0	24.0	3277.0	-2644.146	3105.674	-4656.164
5.0	2014.0	203.0	6.0	46.0	51.0	3277.0	1940.294	-2110.312	2171.113
6.0	2014.0	203.0	6.0	48.0	10.0	3277.0	2107.64	-2249.288	2070.15
7.0	2014.0	203.0	6.0	59.0	52.0	3277.0	3361.799	-3246.159	1000.526
8.0	2014.0	203.0	7.0	0.0	27.0	3277.0	3414.543	-3286.238	942.534
1.0	2014.0	203.0	13.0	0.0	27.0	3278.0	-1167.926	2466.332	-8640.654
2.0	2014.0	203.0	13.0	10.0	18.0	3278.0	-1536.453	2709.722	-7888.409
3.0	2014.0	203.0	13.0	38.0	3.0	3278.0	-2428.566	3167.923	-5190.152
4.0	2014.0	203.0	13.0	45.0	35.0	3278.0	-2599.269	3195.82	-4278.756
5.0	2014.0	203.0	14.0	49.0	35.0	3278.0	1943.589	-2241.813	2124.796
6.0	2014.0	203.0	14.0	51.0	24.0	3278.0	2163.029	-2435.628	1980.437
7.0	2014.0	203.0	14.0	58.0	49.0	3278.0	2956.486	-3114.656	1310.949
8.0	2014.0	203.0	15.0	1.0	31.0	3278.0	3208.236	-3322.593	1047.375
1.0	2014.0	203.0	21.0	12.0	40.0	3279.0	-1448.435	2764.411	-7871.096
2.0	2014.0	203.0	21.0	12.0	49.0	3279.0	-1453.792	2768.053	-7858.866
3.0	2014.0	203.0	21.0	51.0	14.0	3279.0	-2549.305	3273.847	-3824.653
4.0	2014.0	203.0	21.0	54.0	11.0	3279.0	-2590.762	3254.198	-3425.766
5.0	2014.0	203.0	22.0	51.0	56.0	3279.0	1892.753	-2331.766	2107.251
6.0	2014.0	203.0	22.0	53.0	27.0	3279.0	2070.07	-2499.287	1986.393
7.0	2014.0	203.0	23.0	2.0	13.0	3279.0	2966.601	-3317.543	1187.352
8.0	2014.0	203.0	23.0	3.0	26.0	3279.0	3075.264	-3413.294	1067.971
1.0	2014.0	204.0	5.0	13.0	31.0	3280.0	-1304.571	2777.593	-7976.446
2.0	2014.0	204.0	5.0	17.0	26.0	3280.0	-1440.77	2876.548	-7654.716
3.0	2014.0	204.0	5.0	51.0	58.0	3280.0	-2410.459	3361.945	-4011.089
4.0	2014.0	204.0	5.0	57.0	29.0	3280.0	-2489.948	3328.664	-3266.196
5.0	2014.0	204.0	6.0	53.0	12.0	3280.0	1711.185	-2292.696	2172.133
6.0	2014.0	204.0	6.0	54.0	31.0	3280.0	1863.788	-2448.121	2071.39
7.0	2014.0	204.0	7.0	2.0	24.0	3280.0	2675.786	-3249.591	1374.921
8.0	2014.0	204.0	7.0	3.0	5.0	3280.0	2738.524	-3309.668	1309.447
1.0	2014.0	204.0	13.0	20.0	5.0	3281.0	-1354.666	2935.929	-7612.797
2.0	2014.0	204.0	13.0	20.0	56.0	3281.0	-1383.042	2957.453	-7540.398
3.0	2014.0	204.0	13.0	50.0	58.0	3281.0	-2231.716	3438.964	-4413.695
4.0	2014.0	204.0	13.0	54.0	19.0	3281.0	-2294.922	3441.48	-3985.086
5.0	2014.0	204.0	14.0	55.0	23.0	3281.0	1637.014	-2357.125	2167.77
6.0	2014.0	204.0	14.0	57.0	36.0	3281.0	1881.706	-2623.135	1994.552
7.0	2014.0	204.0	15.0	4.0	48.0	3281.0	2586.321	-3364.774	1348.903
8.0	2014.0	204.0	15.0	5.0	45.0	3281.0	2669.745	-3450.107	1257.454
1.0	2014.0	204.0	21.0	18.0	49.0	3282.0	-1136.751	2886.365	-7896.394
2.0	2014.0	204.0	21.0	18.0	54.0	3282.0	-1139.513	2888.696	-7889.629
3.0	2014.0	204.0	21.0	50.0	23.0	3282.0	-2051.128	3498.533	-4750.263
4.0	2014.0	204.0	22.0	1.0	34.0	3282.0	-2248.271	3492.338	-3296.406
5.0	2014.0	204.0	22.0	57.0	18.0	3282.0	1530.538	-2385.183	2183.267
6.0	2014.0	204.0	23.0	0.0	1.0	3282.0	1818.734	-2721.047	1970.817
7.0	2014.0	204.0	23.0	5.0	14.0	3282.0	2319.163	-3288.169	1509.318
8.0	2014.0	204.0	23.0	11.0	13.0	3282.0	2815.601	-3829.732	929.451
1.0	2014.0	205.0	5.0	33.0	2.0	3283.0	-1408.563	3243.184	-6839.034
2.0	2014.0	205.0	5.0	33.0	9.0	3283.0	-1412.049	3245.931	-6828.007
3.0	2014.0	205.0	6.0	1.0	51.0	3283.0	-2098.394	3581.072	-3553.451
4.0	2014.0	205.0	6.0	7.0	18.0	3283.0	-2160.392	3522.61	-2784.923
5.0	2014.0	205.0	6.0	59.0	4.0	3283.0	1407.59	-2388.799	2209.425
6.0	2014.0	205.0	7.0	2.0	56.0	3283.0	1798.88	-2877.689	1904.904
7.0	2014.0	205.0	7.0	11.0	42.0	3283.0	2555.868	-3782.898	1092.43
8.0	2014.0	205.0	7.0	12.0	37.0	3283.0	2625.619	-3863.488	1001.94
1.0	2014.0	205.0	13.0	27.0	12.0	3284.0	-1052.334	3076.025	-7556.743
2.0	2014.0	205.0	13.0	27.0	18.0	3284.0	-1055.392	3078.882	-7548.195
3.0	2014.0	205.0	14.0	0.0	52.0	3284.0	-1919.018	3658.867	-3971.977
4.0	2014.0	205.0	14.0	6.0	55.0	3284.0	-2007.975	3628.787	-3148.571
5.0	2014.0	205.0	15.0	1.0	42.0	3284.0	1372.82	-2505.808	2172.59
6.0	2014.0	205.0	15.0	4.0	11.0	3284.0	1614.055	-2830.324	1978.284
7.0	2014.0	205.0	15.0	16.0	49.0	3284.0	2633.322	-4132.321	795.89
8.0	2014.0	205.0	15.0	17.0	4.0	3284.0	2650.385	-4153.112	770.795
1.0	2014.0	205.0	21.0	37.0	54.0	3285.0	-1187.007	3345.61	-6785.791
2.0	2014.0	205.0	21.0	44.0	8.0	3285.0	-1357.575	3491.165	-6168.854
3.0	2014.0	205.0	22.0	8.0	32.0	3285.0	-1870.177	3701.446	-3223.57
4.0	2014.0	205.0	22.0	11.0	19.0	3285.0	-1901.091	3667.998	-2825.769
5.0	2014.0	205.0	23.0	2.0	47.0	3285.0	1181.757	-2404.494	2247.968
6.0	2014.0	205.0	23.0	3.0	28.0	3285.0	1247.893	-2501.85	2199.292
7.0	2014.0	205.0	23.0	11.0	5.0	3285.0	1916.097	-3455.378	1559.882
8.0	2014.0	205.0	23.0	13.0	0.0	3285.0	2065.285	-3660.736	1379.93
1.0	2014.0	206.0	5.0	33.0	28.0	3286.0	-881.724	3198.856	-7386.975
2.0	2014.0	206.0	5.0	35.0	22.0	3286.0	-935.206	3254.633	-7218.591
3.0	2014.0	206.0	6.0	4.0	12.0	3286.0	-1633.952	3781.015	-4097.662
4.0	2014.0	206.0	6.0	7.0	3.0	3286.0	-1682.752	3782.83	-3722.181
5.0	2014.0	206.0	7.0	8.0	48.0	3286.0	1438.201	-2984.487	1949.232
6.0	2014.0	206.0	7.0	10.0	39.0	3286.0	1590.873	-3218.861	1791.284
7.0	2014.0	206.0	7.0	22.0	6.0	3286.0	2395.852	-4397.927	694.278
8.0	2014.0	206.0	7.0	23.0	44.0	3286.0	2493.331	-4533.85	529.232
1.0	2014.0	206.0	13.0	34.0	47.0	3287.0	-741.288	3200.708	-7459.615
2.0	2014.0	206.0	13.0	35.0	39.0	3287.0	-764.921	3227.587	-7384.106
3.0	2014.0	206.0	14.0	8.0	6.0	3287.0	-1526.452	3839.548	-3868.483
4.0	2014.0	206.0	14.0	16.0	2.0	3287.0	-1636.126	3785.512	-2764.19
5.0	2014.0	206.0	15.0	9.0	51.0	3287.0	1242.618	-2887.439	2037.54
6.0	2014.0	206.0	15.0	12.0	10.0	3287.0	1426.867	-3195.835	1844.949
7.0	2014.0	206.0	15.0	24.0	23.0	3287.0	2245.264	-4494.5	679.636
8.0	2014.0	206.0	15.0	24.0	43.0	3287.0	2264.383	-4523.382	646.026
1.0	2014.0	206.0	21.0	43.0	43.0	3288.0	-798.276	3430.175	-6845.958
2.0	2014.0	206.0	21.0	45.0	25.0	3288.0	-841.239	3477.952	-6683.771
3.0	2014.0	206.0	22.0	12.0	20.0	3288.0	-1419.591	3889.699	-3588.747
4.0	2014.0	206.0	22.0	19.0	55.0	3288.0	-1514.739	3810.806	-2507.434
5.0	2014.0	206.0	23.0	13.0	35.0	3288.0	1257.927	-3150.534	1906.22
6.0	2014.0	206.0	23.0	15.0	31.0	3288.0	1397.688	-3401.838	1738.72
7.0	2014.0	206.0	23.0	25.0	38.0	3288.0	2033.141	-4493.076	769.042
8.0	2014.0	206.0	23.0	25.0	48.0	3288.0	2042.385	-4508.306	752.312
1.0	2014.0	207.0	5.0	48.0	18.0	3289.0	-730.385	3525.059	-6612.585
2.0	2014.0	207.0	5.0	50.0	22.0	3289.0	-779.784	3581.536	-6408.784
3.0	2014.0	207.0	6.0	22.0	10.0	3289.0	-1375.723	3859.878	-2491.706
4.0	2014.0	207.0	6.0	26.0	8.0	3289.0	-1405.564	3759.274	-1884.418
5.0	2014.0	207.0	7.0	12.0	35.0	3289.0	918.66	-2744.731	2156.341
6.0	2014.0	207.0	7.0	15.0	24.0	3289.0	1120.748	-3150.884	1932.991
7.0	2014.0	207.0	7.0	28.0	44.0	3289.0	1918.857	-4653.311	672.469
8.0	2014.0	207.0	7.0	29.0	13.0	3289.0	1943.408	-4696.881	623.733
1.0	2014.0	207.0	13.0	50.0	19.0	3290.0	-596.724	3543.658	-6625.282
2.0	2014.0	207.0	13.0	50.0	49.0	3290.0	-608.239	3558.065	-6576.542
3.0	2014.0	207.0	14.0	23.0	0.0	3290.0	-1219.063	3928.785	-2686.188
4.0	2014.0	207.0	14.0	28.0	46.0	3290.0	-1270.025	3790.901	-1807.399
5.0	2014.0	207.0	15.0	18.0	57.0	3290.0	1094.987	-3384.493	1812.492
6.0	2014.0	207.0	15.0	19.0	24.0	3290.0	1122.972	-3444.513	1773.154
7.0	2014.0	207.0	15.0	32.0	0.0	3290.0	1801.556	-4823.684	558.779
8.0	2014.0	207.0	15.0	33.0	1.0	3290.0	1848.356	-4913.231	455.824
1.0	2014.0	207.0	21.0	46.0	39.0	3291.0	-335.806	3377.496	-7169.926
2.0	2014.0	207.0	21.0	46.0	45.0	3291.0	-338.049	3380.82	-7160.89
3.0	2014.0	207.0	22.0	24.0	42.0	3291.0	-1068.353	3975.889	-2751.237
4.0	2014.0	207.0	22.0	26.0	36.0	3291.0	-1090.619	3944.615	-2469.679
5.0	2014.0	207.0	23.0	18.0	47.0	3291.0	834.616	-3097.09	2006.146
6.0	2014.0	207.0	23.0	22.0	41.0	3291.0	1060.797	-3635.641	1671.132
7.0	2014.0	207.0	23.0	38.0	8.0	3291.0	1789.725	-5229.898	153.429
8.0	2014.0	207.0	23.0	39.0	56.0	3291.0	1859.809	-5371.225	-29.946
1.0	2014.0	208.0	5.0	55.0	32.0	3292.0	-351.816	3602.011	-6534.757
2.0	2014.0	208.0	5.0	57.0	52.0	3292.0	-400.273	3670.126	-6301.912
3.0	2014.0	208.0	6.0	23.0	29.0	3292.0	-874.342	4042.279	-3233.098
4.0	2014.0	208.0	6.0	27.0	37.0	3292.0	-930.791	3999.948	-2637.11
5.0	2014.0	208.0	7.0	18.0	25.0	3292.0	579.335	-2739.666	2198.582
6.0	2014.0	208.0	7.0	23.0	3.0	3292.0	835.027	-3433.158	1827.66
7.0	2014.0	208.0	7.0	39.0	1.0	3292.0	1550.071	-5188.058	281.555
8.0	2014.0	208.0	7.0	40.0	59.0	3292.0	1622.688	-5350.838	81.396
1.0	2014.0	208.0	13.0	54.0	30.0	3293.0	-154.53	3509.457	-6840.903
2.0	2014.0	208.0	13.0	54.0	35.0	3293.0	-156.185	3512.191	-6833.029
3.0	2014.0	208.0	14.0	33.0	58.0	3293.0	-831.915	3940.819	-1998.487
4.0	2014.0	208.0	14.0	38.0	18.0	3293.0	-869.593	3784.645	-1309.145
5.0	2014.0	208.0	15.0	20.0	15.0	3293.0	462.274	-2710.664	2220.364
6.0	2014.0	208.0	15.0	24.0	57.0	3293.0	696.714	-3429.007	1848.154
7.0	2014.0	208.0	15.0	36.0	37.0	3293.0	1194.062	-4821.573	740.839
8.0	2014.0	208.0	15.0	37.0	28.0	3293.0	1225.934	-4904.896	655.406
1.0	2014.0	208.0	20.0	16.0	54.0	3294.0	1655.097	-1042.689	-11951.75
2.0	2014.0	208.0	21.0	32.0	25.0	3294.0	425.783	2560.667	-8811.337
3.0	2014.0	208.0	22.0	36.0	20.0	3294.0	-687.905	3961.37	-1962.987
4.0	2014.0	208.0	22.0	42.0	4.0	3294.0	-741.408	3734.701	-1042.367
5.0	2014.0	208.0	23.0	23.0	9.0	3294.0	396.581	-2851.98	2164.942
6.0	2014.0	208.0	23.0	25.0	53.0	3294.0	517.866	-3277.086	1949.86
7.0	2014.0	209.0	0.0	15.0	40.0	3294.0	1927.069	-7102.383	-2901.378
8.0	2014.0	209.0	0.0	42.0	22.0	3294.0	2292.121	-7611.802	-5192.614
1.0	2014.0	209.0	6.0	20.0	22.0	3295.0	-265.84	4055.951	-4495.11
2.0	2014.0	209.0	6.0	24.0	33.0	3295.0	-335.157	4099.704	-3960.459
3.0	2014.0	209.0	6.0	32.0	25.0	3295.0	-457.725	4093.644	-2874.143
4.0	2014.0	209.0	6.0	38.0	36.0	3295.0	-541.926	3979.389	-1942.859
5.0	2014.0	209.0	7.0	29.0	48.0	3295.0	462.491	-3556.029	1798.678
6.0	2014.0	209.0	7.0	32.0	24.0	3295.0	556.122	-3912.653	1565.344
7.0	2014.0	209.0	7.0	56.0	13.0	3295.0	1242.697	-6151.48	-810.948
8.0	2014.0	209.0	7.0	56.0	36.0	3295.0	1251.58	-6176.094	-849.503
1.0	2014.0	209.0	13.0	51.0	14.0	3296.0	393.598	3134.598	-7702.467
2.0	2014.0	209.0	14.0	3.0	31.0	3296.0	196.827	3586.825	-6591.973
3.0	2014.0	209.0	14.0	37.0	21.0	3296.0	-346.281	4070.661	-2461.498
4.0	2014.0	209.0	14.0	39.0	41.0	3296.0	-379.217	4023.036	-2106.344
5.0	2014.0	209.0	15.0	29.0	13.0	3296.0	243.028	-3163.623	2026.804
6.0	2014.0	209.0	15.0	34.0	47.0	3296.0	417.961	-3964.254	1542.945
7.0	2014.0	209.0	15.0	51.0	17.0	3296.0	857.743	-5680.273	-93.739
8.0	2014.0	209.0	15.0	52.0	11.0	3296.0	878.575	-5751.823	-185.254
1.0	2014.0	209.0	22.0	4.0	54.0	3297.0	342.175	3549.06	-6665.478
2.0	2014.0	209.0	22.0	14.0	45.0	3297.0	192.041	3851.734	-5651.085
3.0	2014.0	209.0	22.0	39.0	31.0	3297.0	-194.871	4079.048	-2457.005
4.0	2014.0	209.0	22.0	44.0	15.0	3297.0	-264.214	3965.369	-1726.165
5.0	2014.0	209.0	23.0	36.0	41.0	3297.0	264.263	-3946.412	1565.228
6.0	2014.0	209.0	23.0	39.0	50.0	3297.0	342.677	-4348.898	1268.288
7.0	2014.0	209.0	23.0	50.0	3.0	3297.0	575.964	-5420.968	249.906
8.0	2014.0	209.0	23.0	55.0	25.0	3297.0	686.02	-5867.076	-295.545
1.0	2014.0	210.0	6.0	9.0	13.0	3298.0	444.638	3606.109	-6452.041
2.0	2014.0	210.0	6.0	17.0	37.0	3298.0	325.214	3859.499	-5570.971
3.0	2014.0	210.0	6.0	44.0	18.0	3298.0	-84.059	4029.697	-2053.05
4.0	2014.0	210.0	6.0	49.0	24.0	3298.0	-162.023	3856.771	-1240.796
5.0	2014.0	210.0	7.0	37.0	23.0	3298.0	87.764	-3756.586	1696.1
6.0	2014.0	210.0	7.0	40.0	31.0	3298.0	151.5	-4177.485	1407.45
7.0	2014.0	210.0	8.0	2.0	29.0	3298.0	548.18	-6245.358	-792.692
8.0	2014.0	210.0	8.0	4.0	10.0	3298.0	574.795	-6355.569	-961.612
1.0	2014.0	210.0	14.0	15.0	3.0	3299.0	531.659	3705.396	-6076.13
2.0	2014.0	210.0	14.0	16.0	34.0	3299.0	511.761	3751.79	-5916.604
3.0	2014.0	210.0	14.0	46.0	39.0	3299.0	62.638	4023.777	-2019.756
4.0	2014.0	210.0	14.0	50.0	12.0	3299.0	3.911	3913.843	-1457.471
5.0	2014.0	210.0	15.0	38.0	23.0	3299.0	-69.615	-3594.702	1796.951
6.0	2014.0	210.0	15.0	41.0	48.0	3299.0	-17.313	-4069.922	1488.152
7.0	2014.0	210.0	16.0	3.0	37.0	3299.0	301.673	-6193.722	-690.251
8.0	2014.0	210.0	16.0	3.0	42.0	3299.0	302.803	-6199.52	-698.648
1.0	2014.0	210.0	22.0	21.0	20.0	3300.0	619.094	3805.032	-5632.694
2.0	2014.0	210.0	22.0	23.0	20.0	3300.0	593.845	3859.277	-5410.193
3.0	2014.0	210.0	22.0	47.0	51.0	3300.0	228.637	4038.152	-2164.17
4.0	2014.0	210.0	22.0	51.0	46.0	3300.0	159.869	3930.488	-1548.71
5.0	2014.0	210.0	23.0	43.0	6.0	3300.0	-177.593	-3955.267	1566.155
6.0	2014.0	210.0	23.0	45.0	47.0	3300.0	-149.493	-4305.694	1314.288
7.0	2014.0	211.0	0.0	10.0	47.0	3300.0	125.435	-6530.229	-1192.268
8.0	2014.0	211.0	0.0	11.0	1.0	3300.0	127.947	-6544.327	-1215.439
1.0	2014.0	211.0	6.0	15.0	19.0	3301.0	847.666	3516.17	-6483.355
2.0	2014.0	211.0	6.0	19.0	35.0	3301.0	803.417	3659.453	-6049.289
